fen,best_move,best_move_san,best_move_eval,next_best,next_best_eval,moving_piece,is_capture,is_check,capture_range
r1q2rk1/p1p3pp/2pb4/2Pp2B1/8/1BN2n2/PP6/R2Q1RK1 w - -,d1f3,Qxf3,-388,f1f3,-617,queen,True,False,2
rnbqkbnr/ppp1p1pp/8/3p3Q/3Pp3/2N5/PPP2PPP/R1B1KBNR b KQkq -,g7g6,g6,129,e8d7,307,pawn,False,False,
r2qk2r/2p1bppp/p1n1b3/1pN1P3/8/2P2N2/PPp2PPP/R1BQ1RK1 w kq -,d1d8,Qxd8+,14,d1c2,-298,queen,True,True,7
r1bqkb1r/3p1p1p/p1p1pnp1/6B1/3QP3/2N5/PPP2PPP/R3KB1R b KQkq -,f8e7,Be7,109,f8g7,387,bishop,False,False,
r1b1k2r/ppp3pp/8/3pqp2/2Bbn3/8/PP1NQPPP/R1B1R1K1 w kq -,d2f3,Nf3,249,c4b5,0,knight,False,False,
rnbqkbnr/ppp1p2p/6p1/3p3Q/3Pp3/2N5/PPP2PPP/R1B1KBNR w KQkq -,h5d5,Qxd5,136,h5h4,-64,queen,True,False,4
r1b1kb1r/pppp1pp1/2n5/1B2p3/4P2q/2P4Q/PP1P1PP1/RNB2RK1 b kq -,h4h3,Qxh3,-231,a7a6,-77,queen,True,False,1
r1b1k2r/ppp3pp/8/3pqp2/2B1n3/5N2/PP2QbPP/R1B1R1K1 w kq -,e2f2,Qxf2,255,g1h1,-231,queen,True,False,1
rnbq1rk1/p3nppp/1p2p3/3pP3/3P4/P2B1N2/2P2PPP/R1BQK2R w - -,d3h7,Bxh7+,480,f3g5,119,bishop,True,True,4
r1bqk1nr/pppp2pp/2n2p2/4P3/1bB5/5N2/PB3PPP/RN1Q1RK1 b kq -,d7d5,d5,60,e8f8,213,pawn,False,False,
r1bqk2r/pppn1p2/5n1p/3p2p1/1b1P3B/2N1PN2/PP3PPP/R2QKB1R w KQkq -,h4g3,Bg3,0,f3g5,-185,bishop,False,False,
r1bqkb1r/pppp1ppp/5n2/3n4/3NP3/8/PPP2PPP/R1BQKB1R w KQkq -,e4d5,exd5,-60,f1d3,-311,pawn,True,False,
3q3k/ppN2b1p/3p2pQ/4p3/P3P3/1P4PP/6BK/8 b - -,d8c7,Qxc7,7,f7b3,250,queen,True,False,1
rn1qkbnr/p1p2ppp/Bp2p3/3pP3/3P2Q1/2N2N2/PPP2PPP/R1B1K2R b KQkq -,b8a6,Nxa6,75,h7h5,186,knight,True,False,
2b2r1k/r6p/1q1p4/p3bp1P/1P2pN2/6P1/PP1Q1PB1/2KR3R w - -,g2f1,Bf1,-35,b4b5,-250,bishop,False,False,
r1bqk2r/p1pn1ppp/4p3/8/1PpP1B2/4PN2/1P1QnPPP/R3KB1R b KQkq -,e2f4,Nxf4,31,e6e5,443,knight,True,False,
8/5ppp/8/2K2PPP/5k2/8/8/8 w - -,g5g6,g6,9605,c5d4,-1107,pawn,False,False,
r1bq1rk1/bpp2ppp/3p1nn1/p7/2BPP3/5N1P/PP3PP1/R1BQRNK1 b - -,f6e4,Nxe4,-73,c7c6,28,knight,True,False,
3rr1k1/4bpp1/5n1p/pq1p4/2b5/2P2PP1/1PQ1NBBP/R3R2K w - -,e2d4,Nd4,109,g2f1,0,knight,False,False,
2r1r1k1/5p1p/6p1/1B6/3P2Q1/2b3P1/q4P1P/3R1K1R b - -,a2d5,Qd5,-376,c3e1,-5,queen,False,False,
r1bqk1nr/pppp2pp/8/4n3/1bB5/8/PB3PPP/RN1Q1RK1 w kq -,b2e5,Bxe5,355,c4g8,97,bishop,True,False,3
2kr2r1/pppq1pPp/1b2b3/nP4B1/2pP4/2N2N2/P3QPPP/R3K2R b KQ -,d8e8,Rde8,0,g8g7,146,rook,False,False,
r1b2rk1/pp1nq1pp/2p1p3/3P4/3Pp3/1Q2P3/PP1NBPPP/R4RK1 b - -,e6d5,exd5,0,c6d5,100,pawn,True,False,
r1bqk1nr/ppp2ppp/2n5/3p4/4p3/P1N5/1PP2PPP/R1BQKB1R w KQkq -,d1d5,Qxd5,27,c3d5,-120,queen,True,False,4
5k2/2rKR3/p4p2/8/8/8/P7/8 w - -,d7c7,Kxc7,-814,d7e6,-3943,king,True,False,
2kr1b1r/pb1n1p2/q3PP2/2p3B1/1pp5/2N3P1/PP3PBP/1R1Q1RK1 b - -,b7g2,Bxg2,38,d7e5,153,bishop,True,False,5
r1b1kbnr/pp3ppp/2n1p3/2ppP3/3P4/1qP1B3/PP3PPP/RN2KBNR w KQkq -,a2b3,axb3,-43,e3c1,-809,pawn,True,False,
r4rk1/pb1q2pp/n1p1pb2/1p2N3/P1pPN3/3n2P1/1P2QPBP/R1B2RK1 b - -,f6e5,Bxe5,-31,d3c1,130,bishop,True,False,1
r1bqk2r/pppp1ppp/5n2/2b1n3/2Bp4/2P2N2/PP3PPP/RNBQK2R w KQkq -,f3e5,Nxe5,220,d1e2,-27,knight,True,False,
r1bqk2r/pppp1ppp/2n2n2/8/1b2P3/2P1Q2P/PP3PP1/RNB1KBNR b KQkq -,b4a5,Ba5,-131,b4d6,-25,bishop,False,False,
r1bq1rk1/ppp3b1/3P1nn1/3Pp1pp/4Pp2/2NN1P2/PP2BBPP/2RQ1RK1 b - -,c7d6,cxd6,42,f6e8,240,pawn,True,False,
2k1r3/p2nPp2/q7/2pQ2N1/1pp5/6P1/PP3P1P/1R3K2 b - -,e8e7,Rxe7,28,c4c3,141,rook,True,False,1
r1bqk2r/2ppbppp/p1n2n2/8/Pp1pP3/1B3N2/1PP1QPPP/RNB1K2R w KQkq -,e4e5,e5,112,e1h1,7,pawn,False,False,
rnbqk2r/pppp2pp/8/3QPp2/2B1n3/5N2/PPP2bPP/RNBK3R b kq -,d8e7,Qe7,-94,h8f8,64,queen,False,False,
rnbqk2r/ppp2ppp/4p3/8/3P4/2b1P3/PP3PPP/R2QKBNR w KQkq -,b2c3,bxc3,9,e1e2,-443,pawn,True,False,
r3kb1r/ppp1pppp/2n2n2/7q/2BP2b1/2N2N2/PPPB1PPP/R2QK2R w KQkq -,c4b5,Bb5,-3,c4e2,-109,bishop,False,False,
8/1p3B2/p2k2p1/P2p1b1p/1P1K3P/4P3/8/8 w - -,f7d5,Bxd5,604,f7e8,0,bishop,True,False,2
r2q1rk1/2p3pp/p1n2n2/1pbp4/8/2P2bNP/PPB2PP1/R1BQR1K1 w - -,g2f3,gxf3,7,d1f3,-167,pawn,True,False,
r1b1r1k1/ppp2p1p/3p2p1/6q1/2PbPn2/2N1BP2/PP1Q2PP/R2B1RK1 w - -,f1e1,Re1,-247,d2c2,-447,rook,False,False,
r1b1kb1r/pppp1ppp/5q2/8/1n1pP3/P4N2/1PP2PPP/R1BQKB1R b KQkq -,b4c6,Nc6,-19,b4a6,96,knight,False,False,
r1bqkb1r/1p3ppp/p4n2/4p3/3N1B2/2N2P2/PPP1QP1P/R3K2R b KQkq -,d8d4,Qxd4,0,f8d6,107,queen,True,False,4
4k2r/pp3ppp/2n1p3/1b2P3/2rN4/4B3/PP3PPP/1RR3K1 b k -,c6d4,Nxd4,-392,a7a6,20,knight,True,False,
r1bqk2r/p1pn1ppp/4p3/3n4/1bpP1B2/P3PN2/1P1Q1PPP/R3KB1R w KQkq -,a3b4,axb4,28,d2b4,-484,pawn,True,False,
k7/pN6/8/8/5r1K/8/6B1/8 w - -,h4g3,Kg3,266,h4g5,-17,king,False,False,
6k1/7R/6P1/7P/8/6r1/8/1K6 b - -,g3b3,Rb3+,0,g3a3,591,rook,False,True,
rn3rk1/p4ppp/1ppb4/3q4/8/1R3N1B/P4PPP/3Q1RK1 w - -,b3d3,Rd3,294,d1e2,-45,rook,False,False,
2r3k1/1qb2p1p/p4Rp1/1p6/6P1/P6P/1PP2QP1/5BK1 b - -,c7d8,Bd8,-199,c7e5,-72,bishop,False,False,
r1bqk2r/1p3ppp/p1nBpn2/3p4/3P4/2NB1N1P/PPP2PP1/R2QK2R b KQkq -,d8d6,Qxd6,10,c6d4,407,queen,True,False,2
6k1/7R/6P1/7P/8/1r6/8/2K5 b - -,b3c3,Rc3+,0,b3g3,464,rook,False,True,
r1bqk2r/pppn1ppp/3Bpn2/8/2pP4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,c7d6,cxd6,22,b7b5,395,pawn,True,False,
rnbqk2r/ppp1ppbp/6p1/3P2B1/3P3P/2n5/PP2PPP1/R2QKBNR w KQkq -,b2c3,bxc3,10,d1c2,-334,pawn,True,False,
r1b1kb1r/1p3ppp/p4n2/4B3/3q4/2N2P2/PPP1QP1P/R3K2R b KQkq -,d4b6,Qb6,0,d4d7,166,queen,False,False,
6k1/7R/6P1/7P/8/2r5/3K4/8 b - -,c3h3,Rh3,0,c3f3,549,rook,False,False,
rnbqk1nr/p1p2ppp/1p2p3/3p4/3PP3/P1b5/1PP1NPPP/R1BQKB1R w KQkq -,e2c3,Nxc3,136,b2c3,-66,knight,True,False,
2r3k1/5pPp/p1nQB3/q7/4p3/3r4/P4PPP/R4RK1 w - -,e6f7,Bxf7+,254,d6d3,-116,bishop,True,True,1
r1bqk1nr/2ppbppp/p1n5/4P3/PpQp4/1B3N2/1PP2PPP/RNB1K2R b KQkq -,g8h6,Nh6,314,d7d5,526,knight,False,False,
rn1q1rk1/pppbbpp1/4p2p/3nN1B1/7P/2NB4/PPP1QPP1/2KR3R w - -,g5h6,Bxh6,393,c3d5,174,bishop,True,False,1
6k1/7R/6P1/7P/8/7r/2K5/8 b - -,h3g3,Rg3,0,h3f3,466,rook,False,False,
r1b1kb1r/1p3ppp/pq3B2/8/8/2N2P2/PPP1QP1P/R3K2R b KQkq -,c8e6,Be6,0,b6e6,175,bishop,False,False,
r1b1k2r/ppp1qppp/2nb4/8/3NB3/8/PPP2PPP/R1BQK2R w KQkq -,e1h1,O-O,20,f2f3,-440,king,False,False,
8/p2rk3/R7/P3p3/4Kp2/5P2/8/8 b - -,d7d6,Rd6,-4307,e7d8,483,rook,False,False,
8/5pk1/p3p3/3n4/r5P1/3N2Pp/PRK1PP2/8 b - -,a4c4,Rc4+,-479,a4a5,-305,rook,False,True,
2kr3r/pbqn1p1p/1p2pp2/2p5/3PN3/2P2B2/PP1Q1PPP/R4RK1 b - -,d7e5,Ne5,-163,f6f5,-15,knight,False,False,
r1bqk2r/pppp1ppp/8/3Pp3/1b1N4/7P/PPPP1PP1/R1BQKB1R b KQkq -,e5d4,exd4,3,e8h8,338,pawn,True,False,
r1r3k1/pp1nqb1p/5pp1/1PNp4/1Q1Pn3/3BP2P/3N1PP1/1RR3K1 w - -,d2e4,Ndxe4,291,d3e4,56,knight,True,False,
r4rk1/2q1bpp1/p2pbn1p/1p2p1P1/4P3/1QN1BN1P/PPP2P2/2KR3R w - -,g5f6,gxf6,0,c3d5,-209,pawn,True,False,
rn1q1r1k/pppbbp2/7p/3pN3/6QP/3B4/PPP2PP1/2KR3R w - -,g4f4,Qf4,464,g4h5,223,queen,False,False,
8/8/2k1pp2/8/3PPP2/8/6K1/8 b - -,f6f5,f5,5,c6b5,3350,pawn,False,False,
r3r1k1/bpq2p2/2ppbn1p/p3P1p1/P2P1p2/2PQ3P/1PB2PPN/R3RNK1 b - -,d6e5,dxe5,-4,c7d8,382,pawn,True,False,
6k1/7R/6P1/7P/8/7r/K7/8 w - -,a2b2,Kb2,455,h5h6,0,king,False,False,
8/8/8/1p1k1p2/pPn2Pp1/P2K2P1/8/2B5 b - -,c4d6,Nd6,-689,c4b6,-562,knight,False,False,
3r3r/ppp3pp/4kn2/2b3B1/3qp3/2N5/PPP1Q1PP/3RK2R b K -,d4b4,Qb4,0,d4e5,155,queen,False,False,
r4rk1/3qb1pp/p3N3/1pppPp2/4n3/2P5/PPB2PPP/R1BQ1RK1 b - -,d7e6,Qxe6,42,c5c4,498,queen,True,False,1
6k1/1R6/6P1/7P/8/r7/5K2/8 b - -,a3h3,Rh3,1289,a3a4,3649,rook,False,False,
3r3r/ppp3pp/4kB2/2b5/1q2p3/2N5/PPP1Q1PP/3RK2R b K -,g7f6,gxf6,0,d8d1,141,pawn,True,False,
rnbqkb1r/pp2pppp/5n2/3p4/2PQ4/2N2N2/PP2PPPP/R1B1KB1R b KQkq -,b8c6,Nc6,-114,e7e6,15,knight,False,False,
8/1p3b2/2p2p1k/p3pP2/n5NP/8/1PK5/3B4 b - -,h6g7,Kg7,-401,h6h7,0,king,False,False,
rnbqkb1r/pp2pppp/8/8/1n1NP3/2N5/PP3PPP/R1BQKB1R b KQkq -,d8d4,Qxd4,-275,e7e5,8,queen,True,False,4
r3kb1r/pp1bpppp/n4n2/1N6/8/2N3P1/PP2PPBP/R1B1K2R b KQkq -,d7c6,Bc6,98,a8d8,218,bishop,False,False,
rnbqr1k1/ppp2ppp/8/3p4/1bPPn3/P4N2/1P1N1PPP/R1BQKB1R w KQ -,f1e2,Be2,-73,f3e5,-343,bishop,False,False,
6k1/7R/6P1/7P/8/6r1/3K4/8 b - -,g3h3,Rh3,0,g3b3,487,rook,False,False,
6k1/7R/6P1/7P/8/6r1/5K2/8 b - -,g3h3,Rh3,0,g3b3,3482,rook,False,False,
8/6k1/p5R1/7b/5p2/8/7p/R2BK3 b - -,g7f8,Kf8,10,g7f7,318,king,False,False,
r1bqkb1r/3n1ppp/p1n1p3/3pP3/Np1P1P2/2P1BN2/P1PQB1PP/R3K2R b KQkq -,d8a5,Qa5,-128,b4c3,105,queen,False,False,
r3brk1/ppq2pp1/2n1p1p1/3pP2P/2pP2Q1/P1P1BN2/2P2PP1/R3K2R b KQ -,f7f5,f5,230,g6g5,470,pawn,False,False,
r1bqk2r/2p1bppp/p1np1n2/4p3/Pp1PP3/1B3N2/1PP1QPPP/RNB1K2R w KQkq -,e2c4,Qc4,298,b3f7,125,queen,False,False,
2r3k1/1q2bp1p/p2R2p1/1p6/6P1/P6P/1PP2QP1/5BK1 w - -,d6b6,Rb6,-178,d6d4,-409,rook,False,False,
rn1q3k/ppp1b3/8/3p1Q2/7P/8/PPP2PP1/2KR3R b - -,d8d6,Qd6,464,b8c6,614,queen,False,False,
r1b3k1/pp2q1pp/2p5/3p4/3PP3/1Q3B2/PP4PP/5RK1 b - -,c8e6,Be6,13,g8h8,257,bishop,False,False,
2r3k1/1q2bp1p/pR4p1/1p6/6P1/P6P/1PP2QP1/5BK1 b - -,b7b6,Qxb6,-188,b7e4,-73,queen,True,False,1
3r3r/ppp3pp/4kB2/2b5/3qp3/2N5/PPP1Q1PP/R3K2R b KQ -,g7f6,gxf6,0,d4f6,445,pawn,True,False,
r1b1k2r/ppp3p1/3N1p2/4n3/7p/6B1/PPP2PPP/2KR1B1R b kq -,c7d6,cxd6,36,e8e7,513,pawn,True,False,
r1bqk1nr/pp3pbp/2n3p1/2pp4/2B5/2NPBN2/PPP2PPP/R2QK2R w KQkq -,c3d5,Nxd5,94,d1e2,-221,knight,True,False,
8/8/3n4/1p1k1p2/pP3Pp1/P2K2P1/8/2B5 w - -,c1d2,Bd2,-689,d3c2,-795,bishop,False,False,
r1b1k1nr/ppp2ppp/2n5/4P3/QBP4q/4p3/PP3PPP/RN2KBNR w KQkq -,g2g3,g3,-160,g1f3,-376,pawn,False,False,
r7/p1p2p1k/3p2pp/2p5/2P2n2/2N2B2/PPR1rP1q/3RQK2 w - -,c3e2,Nxe2,392,c2e2,0,knight,True,False,
r1b1k1nr/ppp2ppp/2n5/4P3/QBP4q/4p1P1/PP3P1P/RN2KBNR b KQkq -,e3f2,exf2+,-150,h4d4,110,pawn,True,True,
r1b1k1nr/ppp2ppp/2n5/4P3/QBP4q/6P1/PP3K1P/RN3BNR b kq -,h4d4,Qd4+,-151,h4h5,229,queen,False,True,
6k1/5p1p/5p2/3p4/1p1P2P1/P1p1PK2/1r3P1P/2R5 b - -,b2b1,Rb1,-324,b4a3,0,rook,False,False,
8/7p/1P1k1pp1/pK6/2p5/6P1/7P/8 w - -,b5a6,Ka6,410,b5a5,-208,king,False,False,
r1bqkb1r/p1pn1ppp/1p2pn2/1N1p4/2PP1B2/5N2/PP2PPPP/R2QKB1R b KQkq -,f8b4,Bb4+,74,f8d6,197,bishop,False,True,
r1b1kb1r/pPp2pp1/8/8/8/4p1P1/PPP1P1PP/3RKBNR b Kkq -,c8b7,Bxb7,-98,f8b4,352,bishop,True,False,1
rnbqkb1r/ppp2pp1/4pB1p/8/3P4/2N2N2/PPP3PP/R2QKB1R b KQkq -,g7f6,gxf6,-30,d8f6,115,pawn,True,False,
r1bq1rk1/2p1bppp/p1np1n2/4p3/PpQPP3/1B3N2/1PP2PPP/RNB1K2R w KQ -,c4c6,Qxc6,311,d4e5,-17,queen,True,False,2
4rnk1/bp3p2/3q3p/6p1/P2p2P1/1NPQ1P2/1PB2PK1/R7 b - -,f8g6,Ng6,-302,a7b8,0,knight,False,False,
rnbqk2r/ppp2ppp/4pn2/1N1p4/3P1Q2/8/PPP1PPPP/R3KBNR b KQkq -,b8a6,Na6,-9,e8h8,91,knight,False,False,
6k1/5rpp/4QR2/3p4/1q1P4/1p2P2P/6P1/3B2K1 b - -,g7f6,gxf6,74,b4f8,895,pawn,True,False,
6k1/5R2/7R/8/8/7P/1rr2PPK/8 w - -,h6f6,Rhf6,722,f7f4,469,rook,False,False,
6k1/1q3B1p/4Qp2/3p4/3P4/1p2P2P/6P1/6K1 b - -,g8g7,Kg7,61,b7f7,192,king,False,False,
r1bqk1nr/ppp2ppp/2n5/4P3/QBP5/8/PP2K1PP/RN3BR1 b kq -,c8g4,Bg4+,-857,d8d4,-658,bishop,False,True,
r1bqk2r/2ppbppp/p4n2/4p3/Pp1nP3/1B3N2/1PP1QPPP/RNB1K2R w KQkq -,f3d4,Nxd4,96,e2d3,-213,knight,True,False,
r1bqk2r/2ppbppp/p4n2/4p3/Pp1NP3/1B6/1PP1QPPP/RNB1K2R b KQkq -,e5d4,exd4,106,e8h8,350,pawn,True,False,
r2qk1nr/ppp2ppp/2np4/2b1p2b/2B1P1P1/3P1N1P/PPP2P2/RNBQ1RK1 b kq -,h5g6,Bg6,-24,h5g4,224,bishop,False,False,
4Q3/1q3Bkp/5p2/3p4/3P4/1p2P2P/6P1/6K1 b - -,b7f7,Qxf7,47,f6f5,853,queen,True,False,4
rnb1k2r/pp3ppp/4pn2/3q4/1b1p4/2NBPN2/PP3PPP/R1BQK2R w KQkq -,e3d4,exd4,53,a2a3,-63,pawn,True,False,
r1bqkb1r/pp1n1p2/2p2n1p/3p2p1/3P3B/2N1PN2/PP3PPP/R2QKB1R w KQkq -,h4g3,Bg3,38,f3g5,-224,bishop,False,False,
r1bqk2r/2ppbppp/p4n2/4P3/Pp1p4/1B6/1PP1QPPP/RNB1K2R b KQkq -,e8h8,O-O,103,d7d5,260,king,False,False,
r1bqk2r/ppppbppp/2n1p3/3nP3/2PP4/5N2/PP2QPPP/RNB1KB1R b KQkq -,d5b6,Nb6,80,e7b4,203,knight,False,False,
7r/ppp3pp/4kn2/2b3B1/1q2p3/P1N5/1PP1Q1PP/3rK2R w K -,e1d1,Kxd1,0,e2d1,-128,king,True,False,
3R3r/ppp3pp/4kn2/2b3B1/1q2p3/2N5/PPP1Q1PP/4K2R b K -,h8d8,Rxd8,0,c5f2,535,rook,True,False,4
3r4/ppp3pp/4kn2/2b3B1/1q2p3/P1N5/1PP1Q1PP/4K2R b K -,b4d4,Qd4,0,b4b2,212,queen,False,False,
r2qk2r/ppp2ppp/2n1b3/3np3/2B5/P1NP4/1PP2PPP/R1BQ1RK1 b kq -,d5c3,Nxc3,-116,e8h8,7,knight,True,False,
1q3rk1/1p2Qppp/p1b5/8/3B4/1P4P1/P1r1PP1P/R2R2K1 w - -,d4g7,Bxg7,462,a1c1,11,bishop,True,False,3
1q3rk1/1p2QpBp/p1b5/8/8/1P4P1/P1r1PP1P/R2R2K1 b - -,g8g7,Kxg7,412,b8e8,593,king,True,False,
rn1qkb1r/pp2pppp/2p5/5b2/8/3B1N2/PPPn1PPP/R1BQK2R w KQkq -,d3f5,Bxf5,-50,d1d2,-159,bishop,True,False,2
r1bqk2r/ppp2ppp/2np4/2b1p3/2B1P1n1/2NP1N1P/PPP2PP1/R1BQ1RK1 b kq -,g4f6,Nf6,67,a7a6,168,knight,False,False,
1q3r1k/1p3p1p/p1b5/6Q1/8/1P4P1/P1r1PP1P/R2R2K1 w - -,g5f6,Qf6+,410,g5f5,0,queen,False,True,
r1bqk2r/pppn1ppp/5n2/1N1pp3/1bPP1B2/8/PP1NPPPP/R2QKB1R w KQkq -,d4e5,dxe5,72,a2a3,-61,pawn,True,False,
8/p4kp1/1p6/2p2Pp1/2Pp2K1/3P4/P1P5/8 w - -,g4g5,Kxg5,446,g4f3,-760,king,True,False,
8/p4kp1/1p6/2p2PK1/2Pp4/3P4/P1P5/8 b - -,a7a6,a6,510,f7g8,705,pawn,False,False,
8/5kp1/pp6/2p2PK1/2Pp4/3P4/P1P5/8 w - -,a2a3,a3,517,g5g4,0,pawn,False,False,
1q3rk1/1p3p1p/p1b2Q2/8/3R4/1P4P1/P1r1PP1P/R5K1 b - -,b8c8,Qc8,378,f8c8,481,queen,False,False,
8/5kp1/pp6/2p2PK1/2Pp4/P2P4/2P5/8 b - -,b6b5,b5,442,f7e7,740,pawn,False,False,
r5k1/pp2q1pp/2p1b3/3P4/3P4/1Q3B2/PP4PP/5RK1 b - -,e6f7,Bf7,9,e6d5,192,bishop,False,False,
8/5kp1/p7/1pp2PK1/2Pp4/P2P4/2P5/8 w - -,c4b5,cxb5,523,g5f4,347,pawn,True,False,
8/5kp1/8/1pp2PK1/3p4/P2P4/2P5/8 w - -,g5g4,Kg4,543,g5f4,0,king,False,False,
rnb1kb1r/pp3Npp/2p2n2/4p3/2B5/8/PPP2PPP/RNB1K2R b KQ -,b7b5,b5,167,f8b4,279,pawn,False,False,
8/5kp1/8/1pp2P2/3p1K2/P2P4/2P5/8 b - -,f7f6,Kf6,0,f7f8,486,king,False,False,
r2q1rk1/pp1nppbp/1n4p1/3P4/6b1/1BN2N1P/PP3PP1/R1BQ1RK1 b - -,g4f3,Bxf3,14,g7c3,137,bishop,True,False,1
r2q1rk1/p1pb2pp/2p2P2/2bp4/3N1P2/4B2n/PPP3PP/RN1Q1RK1 w - -,g2h3,gxh3,-7,g1h1,-203,pawn,True,False,
r1b1k2r/pp2nppp/2n1p3/q2pP2P/3p4/P1P5/2PB1PP1/R2QKBNR w KQkq -,c3d4,cxd4,87,h1h3,-20,pawn,True,False,
rnb1kb1r/pp3ppp/4pn2/2P1N3/4P3/8/PP3PPP/RNB1KB1R w KQ -,c1e3,Be3,187,b2b4,64,bishop,False,False,
r1b1kb1r/pp2pp1p/1nnq2p1/8/4Q3/2N2N2/PPP2PPP/R1B1KB1R w KQkq -,c3b5,Nb5,193,c1f4,21,knight,False,False,
2k5/8/1P1P4/3K4/7p/p1p1p2P/P1P1P2b/8 w - -,d5e6,Ke6,0,d5e4,-299,king,False,False,
3r2k1/p1p3pp/1pnq1r2/2b1p3/1P2Ppb1/P1BP1N2/2Q1BPPP/3RR1K1 b - -,c5d4,Bd4,18,g4f3,278,bishop,False,False,
8/8/2kn4/1p3p2/pP3Pp1/P1K3P1/8/2B5 w - -,c3d4,Kd4,-702,c3d3,-901,king,False,False,
3r2k1/p1p3pp/1pnq1r2/4p3/1P1BPpb1/P2P1N2/2Q1BPPP/3RR1K1 b - -,g4f3,Bxf3,-39,c6d4,379,bishop,True,False,1
rq3rk1/4bppp/p2ppn2/1B6/2R1PB2/5N2/PP2QPPP/3R2K1 b - -,a6b5,axb5,-10,b8b5,182,pawn,True,False,
8/8/2k5/1p3p2/pP1KnPp1/P5P1/8/2B5 w - -,d4e5,Ke5,-578,d4e3,-712,king,False,False,
r3k3/p1p2pp1/r7/2b5/4b3/2R1pNP1/PPP1P1PP/3K1B1R w q -,a2a3,a3,-116,d1c1,-354,pawn,False,False,
8/8/2k5/1p2Kp2/pP2nPp1/P5P1/8/2B5 b - -,e4g3,Nxg3,-433,e4d6,167,knight,True,False,
r1bqk2r/pp1n1ppp/4p3/8/3PP3/2bB4/P2N1PPP/R1BQK2R w KQkq -,a1b1,Rb1,-30,c1a3,-218,rook,False,False,
2r3k1/5p1p/pQ4p1/1pb5/6P1/P6P/1PP3P1/5BK1 w - -,b6c5,Qxc5,-186,g1h2,-571,queen,True,False,1
8/8/2k5/1p2Kp2/pP3Pp1/P5n1/8/2B5 w - -,c1e3,Be3,-714,c1d2,-836,bishop,False,False,
r2q1rk1/p1p3pp/2p2P2/2bp4/3N1P2/4BQ2/PPP4P/RN3bK1 w - -,f6g7,fxg7,0,b2b4,-169,pawn,True,False,
r1bqk1nr/2ppbppp/p7/4P3/Pp1p4/1B6/1PP1QPPP/RNB1K2R w KQkq -,e2f3,Qf3,476,e2g4,357,queen,False,False,
r2q2k1/p1p2rPp/2p5/2bp4/3N1P2/4BQ2/PPP4P/RN3bK1 w - -,g1f1,Kxf1,0,b1d2,-306,king,True,False,
r2q1rk1/2p2ppp/p1nbpnN1/1p1p4/1P1P4/P5P1/1BPNPPBP/R2Q1RK1 b - -,h7g6,hxg6,96,f7g6,201,pawn,True,False,
2k3r1/ppp5/8/2b5/1P4p1/P1P4P/6P1/4KR2 w - -,b4c5,bxc5,0,e1d2,-416,pawn,True,False,
r2q1rk1/p1p3pp/2p2P2/2bp4/3N1P2/4BR1b/PPP4P/RN1Q2K1 b - -,h3g4,Bg4,-3,h3d7,340,bishop,False,False,
r2qkbnr/ppp2ppp/3p4/3Np3/2B1P1b1/2P2n2/PP1P1PPP/R1BQK2R w KQkq -,g2f3,gxf3,28,d1f3,-574,pawn,True,False,
8/8/p2kR3/7b/5p2/8/7p/R2BK3 b - -,d6c7,Kc7,2,d6e6,306,king,False,False,
r5k1/5pp1/7p/3p4/1PbQ1P1P/2P3P1/4r1BK/8 w - -,h2h3,Kh3,-173,d4g1,-654,king,False,False,
r1bqkb1r/pp3ppp/2n1p3/2p5/2BP4/2n1PN2/PP3PPP/R1BQK2R w KQkq -,b2c3,bxc3,0,d1d3,-378,pawn,True,False,
r1b3k1/pp4pp/2p2q2/3p4/3PP3/1Q3B2/PP4PP/5RK1 w - -,e4d5,exd5,395,g1h1,291,pawn,True,False,
rnb1kb1r/pp2pppp/5n2/3q4/3p4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,c3d5,Nxd5,655,f3d4,40,knight,True,False,
8/pp1k4/8/1PP5/4KP1p/8/8/8 b - -,h4h3,h3,0,a7a6,3543,pawn,False,False,
rnb1kbnr/pp3ppp/2p1p3/8/3PP2q/2N5/PPP3PP/R1BQKBNR w KQkq -,g2g3,g3,133,e1e2,-31,pawn,False,False,
8/1p3p2/1n1kp1pp/pP1p4/P3P3/1P1B1P2/1K4PP/8 w - -,b3b4,b4,0,h2h4,-141,pawn,False,False,
r1bqkb1r/1pp2ppp/p1B5/3pP3/8/2P2Q2/PPP3PP/R1B1K1NR b KQkq -,b7c6,bxc6,6,c8d7,562,pawn,True,False,
r2q1rk1/pp2ppbp/1n4p1/3P4/8/1nN2Q1P/PP3PP1/R1BR2K1 w - -,a2b3,axb3,10,a1b1,-432,pawn,True,False,
3r2k1/p1p3pp/1pnq1r2/2b1N3/4Ppb1/P1BP4/1PQ1BPPP/3RR1K1 b - -,g4e2,Bxe2,-196,c6e5,0,bishop,True,False,2
rnbqkbnr/pp3ppp/8/1Nppp3/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,f4e5,Bxe5,76,d4e5,-214,bishop,True,False,1
r2qkb1r/ppp1p1pp/2n2n2/5bB1/3Pp3/2N5/PPP1N1PP/R2QKB1R w KQkq -,d4d5,d5,103,e2g3,0,pawn,False,False,
